Lat,Lon,water_depth
28.7111937547145,-82.7412065319499,-29.9569312002985
28.711200297619,-82.7412072191974,-30.0188849247177
28.7112256700369,-82.7412099922455,-29.974782852103
28.711238376613,-82.7412113791418,-29.9596625072923
28.7112895655539,-82.7412169221808,-30.0293592025276
28.7113027213815,-82.7412182991527,-30.177147094337
28.7113213128682,-82.7412203980615,-29.9815158083537
28.7114172960577,-82.7412308236034,-30.1020688707905
28.7114622236334,-82.7412356941881,-30.2039764953277
28.7115515003217,-82.7412454672509,-30.1895859216044
28.7117429494172,-82.7412664578487,-30.1873439737803
28.7117493540714,-82.7412671576684,-30.1955051759799
28.7118198476678,-82.7412748580418,-30.2963046296066
28.7118385560382,-82.7412769735922,-30.1342314331977
28.7118513326819,-82.741278375424,-30.1371988844419
28.7118766969817,-82.7412811846798,-30.0739108027518
28.7119278817043,-82.7412867908254,-30.1129386190922
28.7119920109989,-82.7412937943536,-30.2148220601821
28.7120306147288,-82.7412979921724,-30.3221894535954
28.712055685568,-82.7413008096476,-30.1498098409521
